IDENTIFICADOR;VALOR1;VALOR2;VALOR3;VALOR4;VALOR5
901384471;DICIEMBRE.wav;TELEFONIA.wav;2710;NOVIEMBRE.wav;
901328753;DICIEMBRE.wav;EQUIPOS.wav;4572;NOVIEMBRE.wav;
901335766;DICIEMBRE.wav;TRIO.wav;14240;NOVIEMBRE.wav;
901343951;DICIEMBRE.wav;INTERNET.wav;133832;NOVIEMBRE.wav;
901347549;DICIEMBRE.wav;INTERNET.wav;16935;NOVIEMBRE.wav;
901366575;DICIEMBRE.wav;VOZ PLUS.wav;4779;NOVIEMBRE.wav;
901372016;DICIEMBRE.wav;DUO_TV_BA.wav;13941;NOVIEMBRE.wav;
900933528;DICIEMBRE.wav;TELEVISION.wav;5341;NOVIEMBRE.wav;
900935044;DICIEMBRE.wav;INTERNET.wav;8506;NOVIEMBRE.wav;
901504386;DICIEMBRE.wav;DUO_TO_BA.wav;11685;NOVIEMBRE.wav;
901509516;DICIEMBRE.wav;INTERNET.wav;43792;NOVIEMBRE.wav;
901461976;DICIEMBRE.wav;INTERNET.wav;33208;NOVIEMBRE.wav;
901465116;DICIEMBRE.wav;INTERNET.wav;8506;NOVIEMBRE.wav;
901465522;DICIEMBRE.wav;INTERNET.wav;581000;NOVIEMBRE.wav;
901479658;DICIEMBRE.wav;TRIO.wav;35960;NOVIEMBRE.wav;
901488443;DICIEMBRE.wav;DUO_TO_BA.wav;19916;NOVIEMBRE.wav;
901489750;DICIEMBRE.wav;DUO_TO_BA.wav;19839;NOVIEMBRE.wav;
901518810;DICIEMBRE.wav;INTERNET.wav;19252;NOVIEMBRE.wav;
94415604;DICIEMBRE.wav;INTERNET.wav;41457;NOVIEMBRE.wav;
901438912;DICIEMBRE.wav;INTERNET.wav;60928;NOVIEMBRE.wav;
98552373;DICIEMBRE.wav;INTERNET.wav;2918;NOVIEMBRE.wav;
98555618;DICIEMBRE.wav;TELEFONIA.wav;56901;NOVIEMBRE.wav;
98584849;DICIEMBRE.wav;INTERNET.wav;9511;NOVIEMBRE.wav;
98631712;DICIEMBRE.wav;TELEFONIA.wav;43930;NOVIEMBRE.wav;
98702850;DICIEMBRE.wav;INTERNET.wav;9626;NOVIEMBRE.wav;
901425380;DICIEMBRE.wav;INTERNET.wav;37214;NOVIEMBRE.wav;
901447237;DICIEMBRE.wav;DUO_TO_BA.wav;39834;NOVIEMBRE.wav;
901064313;DICIEMBRE.wav;TELEVISION.wav;97681;NOVIEMBRE.wav;
901069535;DICIEMBRE.wav;DUO_TO_BA.wav;26289;NOVIEMBRE.wav;
901106296;DICIEMBRE.wav;INTERNET.wav;13941;NOVIEMBRE.wav;
901121286;DICIEMBRE.wav;INTERNET.wav;29456;NOVIEMBRE.wav;
901149487;DICIEMBRE.wav;INTERNET.wav;38658;NOVIEMBRE.wav;
901163638;DICIEMBRE.wav;TRONCAL SIP.wav;47601;NOVIEMBRE.wav;
901189651;DICIEMBRE.wav;INTERNET.wav;61316;NOVIEMBRE.wav;
901204181;DICIEMBRE.wav;DUO_TO_BA.wav;16597;NOVIEMBRE.wav;
890900762;DICIEMBRE.wav;TELEFONIA.wav;8345;NOVIEMBRE.wav;
890903938;DICIEMBRE.wav;SERV PRO Y SERV ADMIN.wav;1382840;NOVIEMBRE.wav;
890904996;DICIEMBRE.wav;TELEVISION.wav;2193936;NOVIEMBRE.wav;
890907317;DICIEMBRE.wav;TELEFONIA.wav;34974;NOVIEMBRE.wav;
900176024;DICIEMBRE.wav;TELEFONIA.wav;28782;NOVIEMBRE.wav;
91268505;DICIEMBRE.wav;TRIO.wav;1395;NOVIEMBRE.wav;
900338627;DICIEMBRE.wav;INTERNET.wav;5071;NOVIEMBRE.wav;
900345597;DICIEMBRE.wav;INTERNET.wav;19040;NOVIEMBRE.wav;
900356274;DICIEMBRE.wav;DUO_TO_BA.wav;28478;NOVIEMBRE.wav;
900359672;DICIEMBRE.wav;INTERNET.wav;286259;NOVIEMBRE.wav;
900364114;DICIEMBRE.wav;TRONCAL SIP.wav;34521;NOVIEMBRE.wav;
900380147;DICIEMBRE.wav;TRIO.wav;697;NOVIEMBRE.wav;
900381802;DICIEMBRE.wav;TELEFONIA.wav;40411;NOVIEMBRE.wav;
900399485;DICIEMBRE.wav;TELEVISION.wav;14490;NOVIEMBRE.wav;
900417036;DICIEMBRE.wav;INTERNET.wav;352199;NOVIEMBRE.wav;
900419974;DICIEMBRE.wav;TELEFONIA.wav;10780;NOVIEMBRE.wav;
70100540;DICIEMBRE.wav;TELEFONIA.wav;13043;NOVIEMBRE.wav;
70137082;DICIEMBRE.wav;TELEVISION.wav;5809;NOVIEMBRE.wav;
70137468;DICIEMBRE.wav;TRIO.wav;9226;NOVIEMBRE.wav;
70422189;DICIEMBRE.wav;TRIO.wav;42820;NOVIEMBRE.wav;
70825850;DICIEMBRE.wav;TELEFONIA.wav;29282;NOVIEMBRE.wav;
70902325;DICIEMBRE.wav;TELEFONIA PBX.wav;25252;NOVIEMBRE.wav;
71260756;DICIEMBRE.wav;INTERNET.wav;14589;NOVIEMBRE.wav;
71265807;DICIEMBRE.wav;DUO_TO_BA.wav;53115;NOVIEMBRE.wav;
800088702;DICIEMBRE.wav;TRONCAL SIP.wav;1444403;NOVIEMBRE.wav;
800165798;DICIEMBRE.wav;TELEFONIA.wav;4495;NOVIEMBRE.wav;
800191700;DICIEMBRE.wav;SERV PRO Y SERV ADMIN.wav;13884;NOVIEMBRE.wav;
811007144;DICIEMBRE.wav;TELEFONIA PBX.wav;5433;NOVIEMBRE.wav;
860024301;DICIEMBRE.wav;VOZ PLUS.wav;24840;NOVIEMBRE.wav;
890900082;DICIEMBRE.wav;TRONCAL SIP.wav;24790;NOVIEMBRE.wav;
890906347;DICIEMBRE.wav;TELEFONIA.wav;52961;NOVIEMBRE.wav;
900019519;DICIEMBRE.wav;VOZ PLUS.wav;3823;NOVIEMBRE.wav;
91040389;DICIEMBRE.wav;TELEVISION.wav;418;NOVIEMBRE.wav;
98544527;DICIEMBRE.wav;INTERNET.wav;8550;NOVIEMBRE.wav;
98669463;DICIEMBRE.wav;DUO_TV_BA.wav;16974;NOVIEMBRE.wav;
901414578;DICIEMBRE.wav;INTERNET.wav;286259;NOVIEMBRE.wav;
901416973;DICIEMBRE.wav;INTERNET.wav;14177;NOVIEMBRE.wav;
901420720;DICIEMBRE.wav;DUO_TV_BA.wav;40798;NOVIEMBRE.wav;
901439094;DICIEMBRE.wav;INTERNET.wav;24752;NOVIEMBRE.wav;
901443131;DICIEMBRE.wav;TRONCAL SIP.wav;22997;NOVIEMBRE.wav;
901449869;DICIEMBRE.wav;DUO_TV_BA.wav;34839;NOVIEMBRE.wav;
901465127;DICIEMBRE.wav;INTERNET.wav;30484;NOVIEMBRE.wav;
901482927;DICIEMBRE.wav;INTERNET.wav;75118;NOVIEMBRE.wav;
901504554;DICIEMBRE.wav;INTERNET.wav;8506;NOVIEMBRE.wav;
901525346;DICIEMBRE.wav;TRIO.wav;23733;NOVIEMBRE.wav;
901219843;DICIEMBRE.wav;DUO_TO_BA.wav;20261;NOVIEMBRE.wav;
901223457;DICIEMBRE.wav;DUO_TO_BA.wav;42060;NOVIEMBRE.wav;
901224804;DICIEMBRE.wav;DUO_TV_BA.wav;37161;NOVIEMBRE.wav;
901239789;DICIEMBRE.wav;DUO_TV_BA.wav;17419;NOVIEMBRE.wav;
901255138;DICIEMBRE.wav;TELEFONIA.wav;13094;NOVIEMBRE.wav;
901309386;DICIEMBRE.wav;DUO_TO_BA.wav;13278;NOVIEMBRE.wav;
901319016;DICIEMBRE.wav;INTERNET.wav;20424;NOVIEMBRE.wav;
901343553;DICIEMBRE.wav;INTERNET.wav;24065;NOVIEMBRE.wav;
901365533;DICIEMBRE.wav;INTERNET.wav;54389;NOVIEMBRE.wav;
901384236;DICIEMBRE.wav;TELEFONIA.wav;13470;NOVIEMBRE.wav;
900923414;DICIEMBRE.wav;TRONCAL SIP.wav;11425;NOVIEMBRE.wav;
900923472;DICIEMBRE.wav;VOZ PLUS.wav;1631;NOVIEMBRE.wav;
900971408;DICIEMBRE.wav;INTERNET DEDICADO 1-1.wav;91657;NOVIEMBRE.wav;
900975974;DICIEMBRE.wav;INTERNET.wav;32272;NOVIEMBRE.wav;
901007931;DICIEMBRE.wav;DUO_TO_BA.wav;44221;NOVIEMBRE.wav;
901050917;DICIEMBRE.wav;TELEFONIA.wav;7118;NOVIEMBRE.wav;
901060986;DICIEMBRE.wav;INTERNET.wav;25892;NOVIEMBRE.wav;
901121670;DICIEMBRE.wav;INTERNET.wav;44635;NOVIEMBRE.wav;
901145492;DICIEMBRE.wav;INTERNET.wav;41954;NOVIEMBRE.wav;
901203558;DICIEMBRE.wav;TRIO.wav;14516;NOVIEMBRE.wav;
900643143;DICIEMBRE.wav;INTERNET.wav;190400;NOVIEMBRE.wav;
900659369;DICIEMBRE.wav;INTERNET.wav;56817;NOVIEMBRE.wav;
900679560;DICIEMBRE.wav;INTERNET.wav;41954;NOVIEMBRE.wav;
900699359;DICIEMBRE.wav;CYBER SECURITY.wav;5378;NOVIEMBRE.wav;
900727842;DICIEMBRE.wav;TRONCAL SIP.wav;48335;NOVIEMBRE.wav;
900769797;DICIEMBRE.wav;INTERNET.wav;33208;NOVIEMBRE.wav;
900772856;DICIEMBRE.wav;DUO_TO_BA.wav;47798;NOVIEMBRE.wav;
900799138;DICIEMBRE.wav;DUO_TO_BA.wav;31866;NOVIEMBRE.wav;
900810446;DICIEMBRE.wav;INTERNET.wav;678300;NOVIEMBRE.wav;
900900526;DICIEMBRE.wav;VOZ PLUS.wav;34825;NOVIEMBRE.wav;
900428064;DICIEMBRE.wav;TRIO.wav;23667;NOVIEMBRE.wav;
900430148;DICIEMBRE.wav;TELEVISION.wav;10681;NOVIEMBRE.wav;
900433742;DICIEMBRE.wav;TELEFONIA.wav;25092;NOVIEMBRE.wav;
900469860;DICIEMBRE.wav;TRONCAL SIP.wav;24790;NOVIEMBRE.wav;
900497924;DICIEMBRE.wav;VOZ PLUS.wav;6311;NOVIEMBRE.wav;
900531630;DICIEMBRE.wav;INTERNET.wav;141448;NOVIEMBRE.wav;
900555635;DICIEMBRE.wav;VOZ PLUS.wav;114404;NOVIEMBRE.wav;
900560262;DICIEMBRE.wav;DUO_TO_BA.wav;36878;NOVIEMBRE.wav;
900586925;DICIEMBRE.wav;TRONCAL SIP.wav;45703;NOVIEMBRE.wav;
900613039;DICIEMBRE.wav;TELEFONIA.wav;16360;NOVIEMBRE.wav;
900242553;DICIEMBRE.wav;INTERNET.wav;45062;NOVIEMBRE.wav;
900247844;DICIEMBRE.wav;INTERNET.wav;51635;NOVIEMBRE.wav;
900265730;DICIEMBRE.wav;DUO_TO_BA.wav;37177;NOVIEMBRE.wav;
900269067;DICIEMBRE.wav;TELEVISION.wav;29411;NOVIEMBRE.wav;
900311238;DICIEMBRE.wav;VOZ PLUS.wav;2868;NOVIEMBRE.wav;
900337500;DICIEMBRE.wav;TRONCAL SIP.wav;16612;NOVIEMBRE.wav;
900342890;DICIEMBRE.wav;INTERNET.wav;11900;NOVIEMBRE.wav;
900364737;DICIEMBRE.wav;INTERNET.wav;45801;NOVIEMBRE.wav;
900374639;DICIEMBRE.wav;TELEFONIA.wav;25105;NOVIEMBRE.wav;
900411976;DICIEMBRE.wav;TELEFONIA.wav;23009;NOVIEMBRE.wav;
899999063;DICIEMBRE.wav;TELEVISION.wav;1395;NOVIEMBRE.wav;
900005936;DICIEMBRE.wav;SERV PRO Y SERV ADMIN.wav;7810;NOVIEMBRE.wav;
900017038;DICIEMBRE.wav;INTERNET.wav;43792;NOVIEMBRE.wav;
900047874;DICIEMBRE.wav;VOZ PLUS.wav;130;NOVIEMBRE.wav;
900070089;DICIEMBRE.wav;EQUIPOS.wav;4346;NOVIEMBRE.wav;
900124159;DICIEMBRE.wav;TELEFONIA PBX.wav;1999;NOVIEMBRE.wav;
900133375;DICIEMBRE.wav;EQUIPOS.wav;4187;NOVIEMBRE.wav;
900159072;DICIEMBRE.wav;MCAFEE.wav;2729;NOVIEMBRE.wav;
900192664;DICIEMBRE.wav;TELEFONIA.wav;9114;NOVIEMBRE.wav;
900229985;DICIEMBRE.wav;INTERNET.wav;37758;NOVIEMBRE.wav;
890907710;DICIEMBRE.wav;TRONCAL SIP.wav;25513;NOVIEMBRE.wav;
890908515;DICIEMBRE.wav;TELEFONIA PBX.wav;17549;NOVIEMBRE.wav;
890912962;DICIEMBRE.wav;INTERNET.wav;74226;NOVIEMBRE.wav;
890914099;DICIEMBRE.wav;TELEFONIA.wav;27930;NOVIEMBRE.wav;
890918134;DICIEMBRE.wav;TRONCAL SIP.wav;25270;NOVIEMBRE.wav;
890921157;DICIEMBRE.wav;TELEFONIA.wav;190286;NOVIEMBRE.wav;
890922928;DICIEMBRE.wav;INTERNET.wav;11900;NOVIEMBRE.wav;
890932232;DICIEMBRE.wav;INTERNET.wav;13942;NOVIEMBRE.wav;
890942986;DICIEMBRE.wav;TELEFONIA.wav;16169;NOVIEMBRE.wav;
890985412;DICIEMBRE.wav;TELEVISION.wav;32258;NOVIEMBRE.wav;
8164840;DICIEMBRE.wav;INTERNET.wav;32272;NOVIEMBRE.wav;
8210824;DICIEMBRE.wav;TELEFONIA.wav;46896;NOVIEMBRE.wav;
8280875;DICIEMBRE.wav;DUO_TO_BA.wav;22575;NOVIEMBRE.wav;
830018146;DICIEMBRE.wav;INTERNET.wav;32272;NOVIEMBRE.wav;
832001176;DICIEMBRE.wav;TELEFONIA PBX.wav;34249;NOVIEMBRE.wav;
8407611;DICIEMBRE.wav;TELEFONIA.wav;11602;NOVIEMBRE.wav;
860020342;DICIEMBRE.wav;TRONCAL SIP.wav;84880;NOVIEMBRE.wav;
890321156;DICIEMBRE.wav;OFFICE 365.wav;216664;NOVIEMBRE.wav;
890900652;DICIEMBRE.wav;TELEFONIA.wav;6521;NOVIEMBRE.wav;
890905211;DICIEMBRE.wav;OFFICE 365.wav;1902112;NOVIEMBRE.wav;
890906397;DICIEMBRE.wav;INTERNET DEDICADO 1-1.wav;331867;NOVIEMBRE.wav;
811012181;DICIEMBRE.wav;TELEFONIA.wav;2700;NOVIEMBRE.wav;
811012881;DICIEMBRE.wav;TELEFONIA.wav;10036;NOVIEMBRE.wav;
811013524;DICIEMBRE.wav;TELEFONIA.wav;2656;NOVIEMBRE.wav;
811014895;DICIEMBRE.wav;INTERNET.wav;88388;NOVIEMBRE.wav;
811021202;DICIEMBRE.wav;TELEVISION.wav;9856;NOVIEMBRE.wav;
811030158;DICIEMBRE.wav;TELEFONIA.wav;27488;NOVIEMBRE.wav;
811031312;DICIEMBRE.wav;TELEVISION.wav;24397;NOVIEMBRE.wav;
811035875;DICIEMBRE.wav;INTERNET DEDICADO 1-1.wav;112336;NOVIEMBRE.wav;
811038238;DICIEMBRE.wav;TRONCAL SIP.wav;12168;NOVIEMBRE.wav;
811046542;DICIEMBRE.wav;DUO_TO_BA.wav;46901;NOVIEMBRE.wav;
800134371;DICIEMBRE.wav;TRONCAL SIP.wav;409547;NOVIEMBRE.wav;
800138968;DICIEMBRE.wav;TRONCAL SIP.wav;149902;NOVIEMBRE.wav;
800154801;DICIEMBRE.wav;TELEFONIA.wav;11859;NOVIEMBRE.wav;
800160933;DICIEMBRE.wav;OFFICE 365.wav;226742;NOVIEMBRE.wav;
800171406;DICIEMBRE.wav;TELEFONIA.wav;4512;NOVIEMBRE.wav;
800182348;DICIEMBRE.wav;INTERNET DEDICADO 1-1.wav;288;NOVIEMBRE.wav;
800240009;DICIEMBRE.wav;TELEFONIA.wav;20474;NOVIEMBRE.wav;
80179308;DICIEMBRE.wav;DUO_TO_BA.wav;16597;NOVIEMBRE.wav;
810004221;DICIEMBRE.wav;INTERNET.wav;19848;NOVIEMBRE.wav;
811005805;DICIEMBRE.wav;DUO_TO_BA.wav;34296;NOVIEMBRE.wav;
71623856;DICIEMBRE.wav;TELEFONIA PBX.wav;25941;NOVIEMBRE.wav;
71632889;DICIEMBRE.wav;TRIO.wav;2023;NOVIEMBRE.wav;
71641800;DICIEMBRE.wav;TRONCAL SIP.wav;29071;NOVIEMBRE.wav;
71669938;DICIEMBRE.wav;DUO_TO_BA.wav;9499;NOVIEMBRE.wav;
71711080;DICIEMBRE.wav;TELEFONIA.wav;10173;NOVIEMBRE.wav;
747969;DICIEMBRE.wav;TELEVISION.wav;63616;NOVIEMBRE.wav;
800024834;DICIEMBRE.wav;VOZ PLUS.wav;259;NOVIEMBRE.wav;
800047202;DICIEMBRE.wav;TELEFONIA.wav;112597;NOVIEMBRE.wav;
800096053;DICIEMBRE.wav;TELEFONIA PBX.wav;2303;NOVIEMBRE.wav;
6271659;DICIEMBRE.wav;TELEFONIA.wav;6165;NOVIEMBRE.wav;
63513546;DICIEMBRE.wav;INTERNET.wav;13710;NOVIEMBRE.wav;
6782323;DICIEMBRE.wav;TELEFONIA PBX.wav;29619;NOVIEMBRE.wav;
700277376;DICIEMBRE.wav;INTERNET.wav;46774;NOVIEMBRE.wav;
70120418;DICIEMBRE.wav;TELEFONIA PBX.wav;40507;NOVIEMBRE.wav;
70826639;DICIEMBRE.wav;TRONCAL SIP.wav;18447;NOVIEMBRE.wav;
70856486;DICIEMBRE.wav;INTERNET.wav;62468;NOVIEMBRE.wav;
71230517;DICIEMBRE.wav;EQUIPOS.wav;6352;NOVIEMBRE.wav;
71273485;DICIEMBRE.wav;INTERNET.wav;3312;NOVIEMBRE.wav;
71386397;DICIEMBRE.wav;DUO_TO_BA.wav;6735;NOVIEMBRE.wav;
42999766;DICIEMBRE.wav;TELEFONIA.wav;34570;NOVIEMBRE.wav;
43076349;DICIEMBRE.wav;INTERNET.wav;23731;NOVIEMBRE.wav;
43210290;DICIEMBRE.wav;INTERNET.wav;14589;NOVIEMBRE.wav;
43453714;DICIEMBRE.wav;TELEFONIA.wav;33498;NOVIEMBRE.wav;
43612628;DICIEMBRE.wav;VOZ PLUS.wav;1517;NOVIEMBRE.wav;
43644908;DICIEMBRE.wav;INTERNET.wav;5671;NOVIEMBRE.wav;
43757751;DICIEMBRE.wav;TRIO.wav;13637;NOVIEMBRE.wav;
43840530;DICIEMBRE.wav;INTERNET.wav;45402;NOVIEMBRE.wav;
43929025;DICIEMBRE.wav;INTERNET.wav;6774;NOVIEMBRE.wav;
53088134;DICIEMBRE.wav;TELEVISION.wav;8236;NOVIEMBRE.wav;
21964423;DICIEMBRE.wav;TELEVISION.wav;11618;NOVIEMBRE.wav;
32205627;DICIEMBRE.wav;TELEFONIA.wav;5484;NOVIEMBRE.wav;
32511786;DICIEMBRE.wav;TELEFONIA PBX.wav;9553;NOVIEMBRE.wav;
3371096;DICIEMBRE.wav;DUO_TO_BA.wav;13663;NOVIEMBRE.wav;
39098954;DICIEMBRE.wav;INTERNET.wav;110557;NOVIEMBRE.wav;
39781281;DICIEMBRE.wav;INTERNET.wav;35985;NOVIEMBRE.wav;
42843648;DICIEMBRE.wav;TELEVISION.wav;11618;NOVIEMBRE.wav;
1096241962;DICIEMBRE.wav;TELEVISION.wav;46978;NOVIEMBRE.wav;
1098695939;DICIEMBRE.wav;TELEVISION.wav;837;NOVIEMBRE.wav;
1098745146;DICIEMBRE.wav;DUO_TO_BA.wav;5975;NOVIEMBRE.wav;
1116797897;DICIEMBRE.wav;TELEFONIA.wav;5741;NOVIEMBRE.wav;
1128264193;DICIEMBRE.wav;TELEVISION.wav;30210;NOVIEMBRE.wav;
1128276479;DICIEMBRE.wav;DUO_TO_BA.wav;11684;NOVIEMBRE.wav;
1152184013;DICIEMBRE.wav;VOZ PLUS.wav;4894;NOVIEMBRE.wav;
1152434141;DICIEMBRE.wav;INTERNET.wav;11671;NOVIEMBRE.wav;
1214720505;DICIEMBRE.wav;INTERNET.wav;8507;NOVIEMBRE.wav;
15518521;DICIEMBRE.wav;INTERNET.wav;31347;NOVIEMBRE.wav;
1037572053;DICIEMBRE.wav;TELEFONIA.wav;5399;NOVIEMBRE.wav;
1037577713;DICIEMBRE.wav;INTERNET.wav;29220;NOVIEMBRE.wav;
1037598899;DICIEMBRE.wav;INTERNET.wav;112734;NOVIEMBRE.wav;
1037667539;DICIEMBRE.wav;INTERNET.wav;25522;NOVIEMBRE.wav;
1040323357;DICIEMBRE.wav;INTERNET.wav;20424;NOVIEMBRE.wav;
1040754993;DICIEMBRE.wav;INTERNET.wav;93589;NOVIEMBRE.wav;
1059704477;DICIEMBRE.wav;INTERNET.wav;20323;NOVIEMBRE.wav;
1066720307;DICIEMBRE.wav;DUO_TO_BA.wav;14618;NOVIEMBRE.wav;
1095799373;DICIEMBRE.wav;TELEVISION.wav;976;NOVIEMBRE.wav;
1015068367;DICIEMBRE.wav;DUO_TV_BA.wav;35681;NOVIEMBRE.wav;
1017145364;DICIEMBRE.wav;INTERNET.wav;32259;NOVIEMBRE.wav;
1017174358;DICIEMBRE.wav;TELEFONIA PBX.wav;19598;NOVIEMBRE.wav;
1017255904;DICIEMBRE.wav;INTERNET.wav;9356;NOVIEMBRE.wav;
1030548323;DICIEMBRE.wav;TRIO.wav;10511;NOVIEMBRE.wav;
1035421138;DICIEMBRE.wav;DUO_TV_BA.wav;5716;NOVIEMBRE.wav;
1035868629;DICIEMBRE.wav;INTERNET.wav;101871;NOVIEMBRE.wav;
1036933230;DICIEMBRE.wav;DUO_TV_BA.wav;13548;NOVIEMBRE.wav;
1000644810;DICIEMBRE.wav;INTERNET.wav;53562;NOVIEMBRE.wav;
1001228157;DICIEMBRE.wav;DUO_TO_BA.wav;10622;NOVIEMBRE.wav;
1003064287;DICIEMBRE.wav;INTERNET.wav;26781;NOVIEMBRE.wav;
505490;DICIEMBRE.wav;TELEFONIA.wav;5992;NOVIEMBRE.wav;
40330172;DICIEMBRE.wav;TELEVISION.wav;558;NOVIEMBRE.wav;
13017123;DICIEMBRE.wav;TELEVISION.wav;837;NOVIEMBRE.wav;
900160035;DICIEMBRE.wav;DUO_TV_BA.wav;11351;NOVIEMBRE.wav;
900209403;DICIEMBRE.wav;TRIO.wav;34029;NOVIEMBRE.wav;
890980095;DICIEMBRE.wav;INTERNET.wav;24065;NOVIEMBRE.wav;
891303786;DICIEMBRE.wav;INTERNET.wav;47168;NOVIEMBRE.wav;
804016084;DICIEMBRE.wav;INTERNET.wav;149206;NOVIEMBRE.wav;
71615650;DICIEMBRE.wav;DUO_TO_BA.wav;13278;NOVIEMBRE.wav;
15437478;DICIEMBRE.wav;INTERNET.wav;9626;NOVIEMBRE.wav;
1095937296;DICIEMBRE.wav;TRIO.wav;558;NOVIEMBRE.wav;
91293545;DICIEMBRE.wav;TELEFONIA.wav;3885;NOVIEMBRE.wav;
901493003;DICIEMBRE.wav;INTERNET.wav;68773;NOVIEMBRE.wav;
901178075;DICIEMBRE.wav;CYBER SECURITY.wav;114689;NOVIEMBRE.wav;
900571484;DICIEMBRE.wav;VOZ PLUS.wav;83274;NOVIEMBRE.wav;
1087993311;DICIEMBRE.wav;VOZ PLUS.wav;6311;NOVIEMBRE.wav;
1090457406;DICIEMBRE.wav;TELEFONIA.wav;4412;NOVIEMBRE.wav;
1094246993;DICIEMBRE.wav;TELEVISION.wav;106921;NOVIEMBRE.wav;
1095920478;DICIEMBRE.wav;TELEVISION.wav;418;NOVIEMBRE.wav;
1017140593;DICIEMBRE.wav;DUO_TO_BA.wav;27491;NOVIEMBRE.wav;
1017160174;DICIEMBRE.wav;DUO_TV_BA.wav;13623;NOVIEMBRE.wav;
1017208451;DICIEMBRE.wav;DUO_TO_BA.wav;11355;NOVIEMBRE.wav;
1017211366;DICIEMBRE.wav;DUO_TO_BA.wav;7290;NOVIEMBRE.wav;
900953675;DICIEMBRE.wav;INTERNET.wav;32272;NOVIEMBRE.wav;
900973385;DICIEMBRE.wav;INTERNET.wav;20323;NOVIEMBRE.wav;
900983772;DICIEMBRE.wav;INTERNET.wav;33208;NOVIEMBRE.wav;
900991319;DICIEMBRE.wav;INTERNET.wav;33692;NOVIEMBRE.wav;
901003386;DICIEMBRE.wav;TELEVISION.wav;418;NOVIEMBRE.wav;
901009600;DICIEMBRE.wav;DUO_TO_BA.wav;15933;NOVIEMBRE.wav;
901040874;DICIEMBRE.wav;TELEFONIA.wav;27075;NOVIEMBRE.wav;
901051724;DICIEMBRE.wav;INTERNET.wav;31347;NOVIEMBRE.wav;
1020396235;DICIEMBRE.wav;VOZ PLUS.wav;25808;NOVIEMBRE.wav;
1020406354;DICIEMBRE.wav;INTERNET.wav;59521;NOVIEMBRE.wav;
1020810195;DICIEMBRE.wav;TELEVISION.wav;3485;NOVIEMBRE.wav;
1024485517;DICIEMBRE.wav;DUO_TO_BA.wav;7902;NOVIEMBRE.wav;
1026267193;DICIEMBRE.wav;TELEVISION.wav;4045;NOVIEMBRE.wav;
1035414690;DICIEMBRE.wav;INTERNET.wav;29177;NOVIEMBRE.wav;
1036611714;DICIEMBRE.wav;INTERNET.wav;14937;NOVIEMBRE.wav;
11408929;DICIEMBRE.wav;DUO_TV_BA.wav;1655;NOVIEMBRE.wav;
71022622;DICIEMBRE.wav;INTERNET.wav;14900;NOVIEMBRE.wav;
1144137474;DICIEMBRE.wav;TELEVISION.wav;4045;NOVIEMBRE.wav;
800058016;DICIEMBRE.wav;TELEFONIA.wav;2906;NOVIEMBRE.wav;
800225057;DICIEMBRE.wav;INTERNET.wav;38675;NOVIEMBRE.wav;
901498928;DICIEMBRE.wav;NUMERO UNICO.wav;12179;NOVIEMBRE.wav;
901515868;DICIEMBRE.wav;TELEVISION.wav;9677;NOVIEMBRE.wav;
901521075;DICIEMBRE.wav;DUO_TO_BA.wav;5842;NOVIEMBRE.wav;
91018811;DICIEMBRE.wav;TELEFONIA.wav;42389;NOVIEMBRE.wav;
901232148;DICIEMBRE.wav;TELEVISION.wav;6774;NOVIEMBRE.wav;
901249565;DICIEMBRE.wav;NUMERO UNICO.wav;8120;NOVIEMBRE.wav;
901282585;DICIEMBRE.wav;DUO_TO_BA.wav;13278;NOVIEMBRE.wav;
901306657;DICIEMBRE.wav;INTERNET.wav;15595;NOVIEMBRE.wav;
901370178;DICIEMBRE.wav;INTERNET.wav;286259;NOVIEMBRE.wav;
901374648;DICIEMBRE.wav;TRONCAL SIP.wav;6891;NOVIEMBRE.wav;
901407335;DICIEMBRE.wav;TELEVISION.wav;15039;NOVIEMBRE.wav;
900914535;DICIEMBRE.wav;INTERNET.wav;156009;NOVIEMBRE.wav;
900948150;DICIEMBRE.wav;INTERNET.wav;48131;NOVIEMBRE.wav;
900999056;DICIEMBRE.wav;TRONCAL SIP.wav;37533;NOVIEMBRE.wav;
901041417;DICIEMBRE.wav;TRONCAL SIP.wav;3409;NOVIEMBRE.wav;
901176746;DICIEMBRE.wav;INTERNET.wav;32272;NOVIEMBRE.wav;
901184229;DICIEMBRE.wav;INTERNET.wav;28879;NOVIEMBRE.wav;
900640530;DICIEMBRE.wav;TELEFONIA.wav;17458;NOVIEMBRE.wav;
900669413;DICIEMBRE.wav;INTERNET.wav;28879;NOVIEMBRE.wav;
900743368;DICIEMBRE.wav;TELEFONIA.wav;38322;NOVIEMBRE.wav;
900763518;DICIEMBRE.wav;TELEFONIA PBX.wav;14296;NOVIEMBRE.wav;
900795506;DICIEMBRE.wav;EQUIPOS.wav;4571;NOVIEMBRE.wav;
900831539;DICIEMBRE.wav;DUO_TO_BA.wav;23226;NOVIEMBRE.wav;
900902411;DICIEMBRE.wav;TELEFONIA.wav;8784;NOVIEMBRE.wav;
900423795;DICIEMBRE.wav;INTERNET.wav;91603;NOVIEMBRE.wav;
900503783;DICIEMBRE.wav;INTERNET.wav;131754;NOVIEMBRE.wav;
900541412;DICIEMBRE.wav;DUO_TV_BA.wav;558;NOVIEMBRE.wav;
